N= 33, ERROR= 1.422819e-09 
mean_field_free_energy, 0.001945037280931 
0,0.000000000000000,1.011259322027922
1,0.116366986666300,-9.047610695837289
2,0.232733973332600,-19.106480713702499
3,0.349100959998900,-15.070101406936642
4,0.465467946665200,1.817828914547150
5,0.581834933331500,-0.432059289840849
6,0.698201919997800,0.164543796616333
7,0.814568906664100,-0.001261720456056
8,0.930935893330400,0.037679789680358
9,1.047302879996700,0.022300583598988
10,1.163669866663000,0.022073727722843
11,1.280036853329300,0.018419039749338
12,1.396403839995600,0.016333032828735
13,1.512770826661900,0.014482770674654
14,1.629137813328200,0.013224084429701
15,1.745504799994500,0.012457098083253
16,1.861871786660800,0.012204758419724
17,1.978238773327100,0.012457098084382
18,2.094605759993400,0.013224084432444
19,2.210972746659700,0.014482770678067
20,2.327339733326000,0.016333032832040
21,2.443706719992300,0.018419039755148
22,2.560073706658600,0.022073727713863
23,2.676440693324900,0.022300583632006
24,2.792807679991200,0.037679789525256
25,2.909174666657500,-0.001261719948809
26,3.025541653323800,0.164543794525615
27,3.141908639990100,-0.432059282162187
28,3.258275626656400,1.817828870393476
29,3.374642613322700,-15.070101382221344
30,3.491009599989000,-19.106480635525340
31,3.607376586655300,-9.047610747858910
32,3.723743573321600,1.011259139807521
